"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.259196529E1,-5.176385651E0,-2.731370087E0,-9.588610382E0,1.123373491E1
3.260196729E1,-5.928122406E0,-2.769840088E0,-9.673184509E0,1.167840520E1
3.261196829E1,-6.640041962E0,-2.933898926E0,-9.542057190E0,1.198952775E1
3.262196929E1,-7.152576141E0,-3.107238464E0,-9.302555237E0,1.213885539E1
3.263197029E1,-7.494016113E0,-3.289259949E0,-8.992100830E0,1.215883982E1
3.264197229E1,-7.737709351E0,-3.442092133E0,-8.839118958E0,1.224133033E1
3.265197329E1,-7.840545502E0,-3.539838867E0,-8.762029266E0,1.227915998E1
3.266197429E1,-7.784262543E0,-3.632795563E0,-8.622070312E0,1.217095080E1
3.267197529E1,-7.627388763E0,-3.835474091E0,-8.088879089E0,1.176086246E1
3.268197629E1,-7.294930115E0,-4.198918304E0,-7.090605011E0,1.100561674E1
3.269197829E1,-6.803801422E0,-4.541555786E0,-6.137237549E0,1.022658924E1
3.270197929E1,-6.483916626E0,-4.719086609E0,-5.972879333E0,9.999312015E0
3.271198029E1,-6.363267517E0,-4.721631317E0,-6.169720001E0,1.004243101E1
3.272198129E1,-6.202501831E0,-4.624782715E0,-6.323749695E0,9.992469881E0
3.273198329E1,-5.972280579E0,-4.508773956E0,-6.467301178E0,9.890559257E0
3.274198429E1,-5.627697144E0,-4.369114380E0,-6.567742310E0,9.689962572E0
3.275198529E1,-5.127886505E0,-4.198319550E0,-6.563850403E0,9.327659897E0
3.276198629E1,-4.552782440E0,-3.985462189E0,-6.557563477E0,8.922632770E0
3.277198829E1,-3.947740631E0,-3.736080780E0,-6.484216003E0,8.460969972E0
3.278198929E1,-3.527863770E0,-3.486100616E0,-6.369105377E0,8.072436038E0
3.279199029E1,-3.340004425E0,-3.331172791E0,-6.231092377E0,7.815296151E0
3.280199129E1,-3.433110809E0,-3.279230804E0,-6.168522491E0,7.783975477E0
3.281199229E1,-3.651057587E0,-3.340603180E0,-6.335126038E0,8.038885061E0
3.282199429E1,-3.847000122E0,-3.561693420E0,-6.689588928E0,8.499157016E0
3.283199529E1,-3.865112457E0,-3.925437012E0,-7.059320068E0,8.954448608E0
3.284199629E1,-3.765270081E0,-4.311334534E0,-7.537725220E0,9.464785562E0
3.285199729E1,-3.687581635E0,-4.646786957E0,-7.952812042E0,9.921597992E0
3.286199929E1,-3.851341095E0,-4.837640076E0,-8.208480377E0,1.027690322E1
3.287200029E1,-4.316873016E0,-4.796026611E0,-8.309520264E0,1.052071247E1
3.288200129E1,-4.910688171E0,-4.473297729E0,-8.314909058E0,1.064250739E1
3.289200229E1,-5.352120209E0,-4.057462463E0,-8.380472717E0,1.073967017E1
3.290200429E1,-5.562582550E0,-3.698059845E0,-8.639583893E0,1.092064014E1
3.291200529E1,-5.585484924E0,-3.537892914E0,-8.762927399E0,1.097739608E1
3.292200629E1,-5.368585968E0,-3.581003265E0,-8.747509460E0,1.087033677E1
3.293200729E1,-5.017565918E0,-3.677702179E0,-8.736582184E0,1.072517269E1
3.294200829E1,-4.730612640E0,-3.763174438E0,-8.657995605E0,1.055940650E1
3.295201029E1,-4.620292053E0,-3.744463348E0,-8.637039185E0,1.048649371E1
3.296201129E1,-4.674179993E0,-3.565285950E0,-8.548124084E0,1.037447097E1
3.297201229E1,-4.868326263E0,-3.280578003E0,-8.573122101E0,1.039043864E1
3.298201329E1,-5.023703156E0,-2.933449860E0,-8.740324402E0,1.049933294E1
3.299201529E1,-5.246889038E0,-2.522704010E0,-8.853189697E0,1.059588826E1
3.300201629E1,-5.588329010E0,-2.207309875E0,-8.754694519E0,1.061820673E1
3.301201729E1,-6.008505249E0,-1.953886871E0,-8.601562958E0,1.067270793E1
3.302201829E1,-6.317762146E0,-1.836530914E0,-8.532556458E0,1.077457582E1
3.303201929E1,-6.442003784E0,-1.917063446E0,-8.506360931E0,1.084125091E1
3.304202129E1,-6.365063782E0,-2.264640656E0,-8.363707581E0,1.075147612E1
3.305202229E1,-6.311774597E0,-2.824626160E0,-8.037835236E0,1.060300933E1
3.306202329E1,-6.409521332E0,-3.427722015E0,-7.593708801E0,1.051169136E1
3.307202429E1,-6.604266357E0,-3.928730164E0,-7.326364746E0,1.061729133E1
3.308202629E1,-6.752009125E0,-4.182901611E0,-7.215894470E0,1.073104963E1
3.309202729E1,-6.780000916E0,-4.138593750E0,-7.081773376E0,1.064179895E1
3.310202829E1,-6.669081573E0,-3.849245453E0,-7.077432404E0,1.045865140E1
3.311202929E1,-6.519692230E0,-3.447331238E0,-7.016808472E0,1.017968961E1
3.312203029E1,-6.183042297E0,-3.423381042E0,-6.554719391E0,9.639185448E0
3.313203229E1,-5.847440186E0,-3.560196533E0,-5.981710968E0,9.091117763E0
3.314203329E1,-5.214855652E0,-3.770359497E0,-5.854924622E0,8.700027157E0
3.315203429E1,-4.586911469E0,-3.602259064E0,-6.302493896E0,8.587051677E0
3.316203529E1,-4.500241699E0,-3.136876831E0,-6.582411804E0,8.568565619E0
3.317203729E1,-4.894072723E0,-2.715203705E0,-6.944209442E0,8.918874579E0
3.318203829E1,-5.251080322E0,-2.445165253E0,-7.494764557E0,9.472284488E0
3.319203929E1,-5.311255188E0,-2.232307892E0,-7.777077484E0,9.678613764E0
3.320204029E1,-5.209915924E0,-2.139051819E0,-7.912695465E0,9.712338346E0
3.321204229E1,-5.129233704E0,-2.131567383E0,-8.024662628E0,9.759499382E0
3.322204329E1,-5.198988647E0,-2.209106140E0,-8.037535858E0,9.824032551E0
3.323204429E1,-5.338049469E0,-2.355052643E0,-8.056396637E0,9.947189143E0
3.324204529E1,-5.373974762E0,-2.487078094E0,-8.071664886E0,1.001084094E1
3.325204729E1,-5.328768768E0,-2.590513000E0,-8.154891815E0,1.008011878E1
3.326204829E1,-5.404960327E0,-2.672243042E0,-8.199648743E0,1.017785432E1
3.327204929E1,-5.676495667E0,-2.687211914E0,-8.134534149E0,1.027688458E1
3.328205029E1,-5.974226532E0,-2.574795685E0,-7.924820251E0,1.025298647E1
3.329205129E1,-6.191873932E0,-2.409090271E0,-7.676786041E0,1.015263821E1
3.330205329E1,-6.312523041E0,-2.315834198E0,-7.280859375E0,9.910698684E0
3.331205429E1,-6.227799225E0,-2.325114899E0,-6.884034576E0,9.569826254E0
3.332205529E1,-6.064937897E0,-2.314487000E0,-6.790628815E0,9.394304735E0
3.333205629E1,-5.947282562E0,-2.261197815E0,-6.847061462E0,9.346947957E0
3.334205829E1,-6.000122681E0,-2.115550690E0,-6.942862244E0,9.417025169E0
3.335205929E1,-6.212231598E0,-1.925446014E0,-7.029831390E0,9.576935478E0
3.336206029E1,-6.492448883E0,-1.721569977E0,-7.052733765E0,9.739442963E0
3.337206129E1,-6.693480835E0,-1.641187134E0,-7.079228668E0,9.879861306E0
3.338206229E1,-6.699618073E0,-1.717977448E0,-7.088659058E0,9.903808160E0
3.339206429E1,-6.546037445E0,-1.923949127E0,-7.258705444E0,9.961977274E0
3.340206529E1,-6.295608215E0,-2.136656799E0,-7.665709076E0,1.014707252E1
3.341206629E1,-6.065536652E0,-2.251468048E0,-8.023914185E0,1.030742655E1
3.342206729E1,-5.913003845E0,-2.285597076E0,-8.398585052E0,1.052253769E1
3.343206929E1,-5.896089020E0,-2.185455322E0,-8.746461639E0,1.077221759E1
3.344207029E1,-6.028862915E0,-2.065404968E0,-8.871302032E0,1.092305294E1
3.345207129E1,-6.300997009E0,-1.982178040E0,-8.842561798E0,1.103732269E1
3.346207229E1,-6.417604523E0,-1.930535431E0,-8.617130585E0,1.091638926E1
3.347207429E1,-6.347250824E0,-1.843117218E0,-8.355923767E0,1.065392585E1
3.348207529E1,-6.136788483E0,-1.722917175E0,-8.196654968E0,1.038334094E1
3.349207629E1,-5.934708710E0,-1.569486237E0,-8.170160065E0,1.021937229E1
3.350207696E1,-5.884712677E0,-1.390458527E0,-8.166717224E0,1.016161840E1
3.351207796E1,-6.008954315E0,-1.292412415E0,-7.974666595E0,1.006842436E1
3.352207996E1,-6.144721985E0,-1.266516266E0,-7.784112854E0,9.997703969E0
3.353208096E1,-6.270310822E0,-1.194815369E0,-7.631430359E0,9.949025625E0
3.354208196E1,-6.372548218E0,-1.140178986E0,-7.331903229E0,9.780909153E0
3.355208296E1,-6.428831177E0,-1.159039764E0,-7.076983337E0,9.631040267E0
3.356208496E1,-6.509812775E0,-1.198258209E0,-6.738836517E0,9.445919897E0
3.357208596E1,-6.559509430E0,-1.247655487E0,-6.397546234E0,9.247291819E0
3.358208696E1,-6.564748535E0,-1.274449768E0,-6.186634827E0,9.110136992E0
3.359208796E1,-6.663243713E0,-1.182540894E0,-5.980663147E0,9.031364871E0
3.360208996E1,-6.841373291E0,-9.592053223E-1,-5.912405090E0,9.092909177E0
3.361209096E1,-7.104376373E0,-6.503974915E-1,-6.024222565E0,9.337367834E0
3.362209196E1,-7.366780701E0,-2.856060791E-1,-6.482120361E0,9.816766937E0
3.363209296E1,-7.545509033E0,1.573228455E-1,-7.324269104E0,1.051686146E1
3.364209396E1,-7.552843781E0,6.303392029E-1,-7.867639160E0,1.092440033E1
3.365209596E1,-7.465874634E0,8.388555908E-1,-8.382568359E0,1.125657208E1
3.366209696E1,-7.287445679E0,7.442523193E-1,-8.396788788E0,1.114301745E1
3.367209796E1,-7.065756683E0,3.679348755E-1,-8.101752319E0,1.075633228E1
3.368209896E1,-6.764882355E0,-1.347198486E-3,-7.910899200E0,1.040893661E1
3.369210096E1,-6.579268341E0,4.909790039E-2,-7.696844330E0,1.012573924E1
3.370210196E1,-6.752907257E0,4.791535950E-1,-7.614216156E0,1.018860306E1
3.371210296E1,-7.099885712E0,9.289682007E-1,-7.600594482E0,1.044224092E1
3.372210396E1,-7.350464630E0,1.256337433E0,-7.426207123E0,1.052408030E1
3.373210596E1,-7.658823395E0,1.296004944E0,-7.199279022E0,1.059088396E1
3.374210696E1,-7.936346283E0,9.008267212E-1,-7.119045868E0,1.069943434E1
3.375210796E1,-8.081244965E0,4.317022705E-1,-7.139253845E0,1.079174835E1
3.376210896E1,-8.048912201E0,2.564167786E-1,-7.239245911E0,1.082854646E1
3.377210996E1,-7.924670563E0,5.222639465E-1,-7.412286072E0,1.086347771E1
3.378211196E1,-7.775430908E0,1.024768982E0,-7.601941681E0,1.092231636E1
3.379211296E1,-7.551346893E0,1.505868530E0,-7.844736786E0,1.099228708E1
3.380211396E1,-7.251520386E0,1.947599945E0,-7.785759430E0,1.081645706E1
3.381211496E1,-6.904691620E0,2.244282990E0,-7.618856506E0,1.052418866E1
3.382211696E1,-6.428681488E0,2.390977936E0,-7.333250427E0,1.004098018E1
3.383211796E1,-6.048023071E0,2.363135834E0,-7.120692444E0,9.636765791E0
3.384211896E1,-5.716761932E0,2.151026917E0,-7.011719055E0,9.299058441E0
3.385211996E1,-5.580245819E0,1.706601105E0,-7.292834473E0,9.340078446E0
3.386212196E1,-5.738766174E0,1.289568329E0,-7.908504181E0,9.856006395E0
3.387212296E1,-5.896538086E0,1.062191162E0,-8.529113617E0,1.042320443E1
3.388212396E1,-5.969137115E0,1.112037506E0,-8.822204132E0,1.070973908E1
3.389212496E1,-5.819897461E0,1.294508057E0,-8.822353821E0,1.064804604E1
3.390212596E1,-5.387746124E0,1.586550751E0,-8.452922058E0,1.014873602E1
3.391212796E1,-4.961582336E0,1.919159088E0,-8.111332397E0,9.700215675E0
3.392212896E1,-4.705464935E0,2.271975403E0,-7.872429199E0,9.448725522E0
3.393212996E1,-4.680766296E0,2.604883118E0,-7.729027405E0,9.403874404E0
3.394213096E1,-4.789290619E0,2.872975616E0,-7.685018921E0,9.500042597E0
3.395213296E1,-4.827311554E0,2.985691223E0,-7.602390747E0,9.487551528E0
3.396213396E1,-4.743485870E0,2.937790833E0,-7.540120239E0,9.380015267E0
3.397213496E1,-4.614304504E0,2.758613434E0,-7.542215881E0,9.262115014E0
3.398213596E1,-4.494852905E0,2.539020081E0,-7.591164093E0,9.180201408E0
3.399213796E1,-4.368964691E0,2.271676025E0,-7.378456421E0,8.870737489E0
3.400213896E1,-4.309388580E0,1.929786987E0,-7.161707153E0,8.578167468E0
3.401213996E1,-4.217928772E0,1.590891724E0,-6.912325745E0,8.252400063E0
3.402214096E1,-4.077371063E0,1.445244598E0,-6.879843292E0,8.126864738E0
3.403214196E1,-4.054917755E0,1.697769470E0,-7.070397034E0,8.325580664E0
3.404214396E1,-3.977977753E0,2.138303375E0,-7.153324585E0,8.459710453E0
3.405214496E1,-3.811823273E0,2.561772766E0,-7.376510468E0,8.689394861E0
3.406214596E1,-3.895349579E0,2.958597565E0,-7.801327057E0,9.208026485E0
3.407214696E1,-4.095483398E0,3.222049713E0,-8.298143921E0,9.798662212E0
3.408214896E1,-4.218078461E0,3.335813141E0,-8.751551056E0,1.027178081E1
3.409214996E1,-4.355043640E0,3.349584503E0,-9.216184845E0,1.072959387E1
3.410215096E1,-4.062252502E0,3.239862671E0,-9.486822052E0,1.081657978E1
3.411215196E1,-3.634142761E0,3.272345123E0,-9.101672974E0,1.033226438E1
3.412215396E1,-3.412154388E0,3.357068939E0,-9.683812408E0,1.080226514E1
3.413215496E1,-2.769989777E0,3.404370575E0,-9.374854889E0,1.035135192E1
3.414215596E1,-2.514171753E0,3.871698761E0,-8.757837982E0,9.900042274E0
3.415215696E1,-2.967578888E0,4.483925629E0,-8.624914398E0,1.016372284E1
3.416215796E1,-3.406615906E0,4.574636993E0,-8.545729065E0,1.027432824E1
3.417215996E1,-3.539240112E0,4.479584656E0,-8.359216919E0,1.012271736E1
3.418216096E1,-3.521726532E0,4.272116089E0,-8.334667969E0,1.000600938E1
3.419216196E1,-3.425776062E0,3.979774017E0,-8.189170532E0,9.728157938E0
3.420216296E1,-3.442241821E0,3.674558716E0,-7.896978149E0,9.365557880E0
3.421216496E1,-3.586092682E0,3.426524506E0,-7.592960358E0,9.069408906E0
3.422216596E1,-3.705095215E0,3.259621582E0,-7.275919647E0,8.791579501E0
3.423216696E1,-3.789070587E0,3.242257690E0,-7.007827148E0,8.601100638E0
3.424216796E1,-3.882476349E0,3.429667969E0,-7.037016449E0,8.738183191E0
3.425216996E1,-3.923790436E0,3.882925415E0,-7.170538788E0,9.049302054E0
3.426217096E1,-3.916755066E0,4.600533142E0,-7.618557129E0,9.723594406E0
3.427217196E1,-3.866908722E0,5.342540131E0,-8.141868896E0,1.047786940E1
3.428217296E1,-3.696862335E0,5.814658356E0,-8.390352173E0,1.085702779E1
3.429217396E1,-3.466341705E0,5.830525360E0,-8.402776337E0,1.079894444E1
3.430217596E1,-3.223097534E0,5.461692352E0,-8.135581970E0,1.031533495E1
3.431217696E1,-3.052751770E0,4.953948212E0,-7.628586273E0,9.594593518E0
3.432217796E1,-3.040776672E0,4.524640961E0,-7.134164429E0,8.978585673E0
3.433217896E1,-3.199895782E0,4.272714844E0,-6.895710297E0,8.720449854E0
3.434218096E1,-3.501668243E0,4.155358887E0,-6.887028351E0,8.772676186E0
3.435218196E1,-3.744762726E0,4.152215424E0,-6.855294342E0,8.846423080E0
3.436218296E1,-3.827390900E0,4.259691925E0,-6.880591736E0,8.951895834E0
3.437218396E1,-3.836372223E0,4.450395355E0,-6.824159088E0,9.005160627E0
3.438218596E1,-3.830983429E0,4.668940887E0,-6.685996399E0,9.009882957E0
3.439218696E1,-3.752546539E0,4.796176300E0,-6.580914917E0,8.966234091E0
3.440218796E1,-3.626808014E0,4.898413696E0,-6.603218536E0,8.986138667E0
3.441218896E1,-3.555705872E0,5.048551483E0,-6.995103607E0,9.330722952E0
3.442219096E1,-3.590283966E0,5.149441681E0,-7.255262604E0,9.594046280E0
3.443219196E1,-3.545976105E0,5.481600952E0,-7.306007080E0,9.797940344E0
3.444219296E1,-3.542533264E0,5.640121307E0,-7.442074127E0,9.987240740E0
3.445219396E1,-3.478017426E0,5.756878510E0,-7.379055176E0,9.984423402E0
3.446219496E1,-3.258723450E0,5.989794159E0,-7.287146301E0,9.979950591E0
3.447219696E1,-3.139720917E0,6.103707275E0,-7.368576965E0,1.007020439E1
3.448219796E1,-3.148702240E0,6.180198212E0,-7.444469147E0,1.017493472E1
3.449219896E1,-3.277284851E0,6.040388947E0,-7.367828522E0,1.007530604E1
3.450220004E1,-3.521726532E0,5.838758240E0,-7.264992371E0,9.963622318E0
3.451220204E1,-3.800297241E0,5.474415894E0,-7.424710236E0,9.976863765E0
3.452220304E1,-4.002377014E0,5.068310394E0,-7.419770508E0,9.836655245E0
3.453220404E1,-3.933520203E0,4.916675720E0,-7.366032257E0,9.690444393E0
3.454220504E1,-3.676804047E0,5.086273041E0,-7.317832489E0,9.640525597E0
3.455220704E1,-3.365152130E0,5.441933441E0,-7.157665558E0,9.600576268E0
3.456220804E1,-3.083887024E0,5.638774109E0,-7.181615753E0,9.637517183E0
3.457220904E1,-2.842738495E0,6.206992493E0,-7.223378906E0,9.939070418E0
3.458221004E1,-2.764002228E0,6.434818726E0,-7.261250153E0,1.008822849E1
3.459221104E1,-2.858455811E0,6.540798340E0,-7.142546997E0,1.009795970E1
3.460221304E1,-2.939287720E0,6.541546783E0,-6.920708313E0,9.966315777E0
3.461221404E1,-2.930007019E0,6.417005768E0,-6.792275391E0,9.792747783E0
3.462221504E1,-2.841990051E0,6.337970123E0,-6.621929626E0,9.596703846E0
3.463221604E1,-2.735411682E0,6.399043121E0,-6.539301453E0,9.549486553E0
3.464221804E1,-2.818339233E0,6.691834259E0,-6.841522980E0,9.976478260E0
3.465221904E1,-3.055595856E0,7.059469757E0,-7.214696960E0,1.054630890E1
3.466222004E1,-3.179687805E0,7.248825989E0,-7.255412292E0,1.073763942E1
3.467222104E1,-3.148402863E0,7.389234009E0,-7.175628204E0,1.077046238E1
3.468222304E1,-3.060236206E0,7.508984985E0,-7.046596527E0,1.074264510E1
3.469222404E1,-2.916235657E0,7.476951599E0,-6.656507721E0,1.042680827E1
3.470222504E1,-2.763253784E0,7.304510193E0,-6.093528442E0,9.905681678E0
3.471222604E1,-2.800975342E0,7.168293457E0,-5.879174194E0,9.684760356E0
3.472222804E1,-3.036884766E0,7.225025482E0,-5.706134033E0,9.694515352E0
3.473222904E1,-3.237168274E0,7.332951050E0,-5.487289124E0,9.713998737E0
3.474223004E1,-3.300785980E0,7.356901245E0,-5.309159546E0,9.654344053E0
3.475223104E1,-3.237767029E0,7.180268555E0,-5.183720398E0,9.429228442E0
3.476223304E1,-3.013533325E0,6.873107300E0,-4.935386810E0,8.982150635E0
3.477223404E1,-2.760409698E0,6.567592621E0,-4.666695557E0,8.516524054E0
3.478223504E1,-2.528691559E0,6.397995300E0,-4.555776215E0,8.251286068E0
3.479223604E1,-2.358944550E0,6.419251099E0,-4.538562012E0,8.207919906E0
3.480223704E1,-2.240391083E0,6.609954529E0,-4.600982208E0,8.359419140E0
3.481223904E1,-2.148482208E0,6.767427063E0,-4.597389679E0,8.458725478E0
3.482224004E1,-2.000889130E0,6.801107025E0,-4.685256958E0,8.497661257E0
3.483224104E1,-1.811532898E0,6.840475159E0,-4.950655060E0,8.636129767E0
3.484224204E1,-1.505569153E0,6.903045044E0,-5.208269348E0,8.777518952E0
3.485224404E1,-1.167422333E0,7.081923065E0,-5.647006989E0,9.132644586E0
3.486224504E1,-9.559121704E-1,7.453749847E0,-5.976322174E0,9.601488509E0
3.487224604E1,-9.927355957E-1,7.987240448E0,-5.992787933E0,1.003469188E1
3.488224704E1,-1.247206421E0,8.353379059E0,-5.778882751E0,1.023376526E1
3.489224904E1,-1.676813049E0,8.360564117E0,-5.386398926E0,1.008583302E1
3.490225004E1,-2.139650574E0,8.162226562E0,-5.115312653E0,9.867444987E0
3.491225104E1,-2.457140350E0,7.866441650E0,-5.093158722E0,9.688070433E0
3.492225204E1,-2.534828796E0,7.465575256E0,-5.250331879E0,9.472389127E0
3.493225304E1,-2.425855408E0,7.046147461E0,-5.521268463E0,9.274555188E0
3.494225504E1,-2.212399292E0,6.683451691E0,-5.782026215E0,9.110162692E0
3.495225604E1,-1.959575043E0,6.434818726E0,-5.954018555E0,8.983159986E0
3.496225704E1,-1.657652893E0,6.303841095E0,-6.047274628E0,8.891330389E0
3.497225804E1,-1.322499847E0,6.297853546E0,-6.180946655E0,8.922783573E0
3.498226004E1,-9.773176575E-1,6.423143005E0,-6.304589539E0,9.053163266E0
3.499226104E1,-6.715036011E-1,6.734944611E0,-6.524482269E0,9.401024672E0
3.500226204E1,-5.263055420E-1,7.187303925E0,-6.813980255E0,9.917896054E0
3.501226304E1,-6.227050781E-1,7.746540985E0,-7.155120850E0,1.056373103E1
3.502226504E1,-1.039887543E0,8.290210419E0,-7.491920471E0,1.122220242E1
3.503226604E1,-1.709744568E0,8.604107666E0,-7.595654755E0,1.160378673E1
3.504226704E1,-2.447111206E0,8.638536072E0,-7.344626770E0,1.159983625E1
3.505226804E1,-3.033441925E0,8.419541473E0,-6.821464691E0,1.125268097E1
3.506227004E1,-3.355871429E0,8.034242706E0,-6.128106537E0,1.064728222E1
3.507227104E1,-3.494932251E0,7.610923004E0,-5.440137177E0,9.986780908E0
3.508227204E1,-3.561543732E0,7.223977661E0,-4.850213928E0,9.401862696E0
3.509227304E1,-3.640130310E0,6.934479675E0,-4.600084076E0,9.082859161E0
3.510227404E1,-3.805985413E0,6.770271149E0,-4.547393646E0,9.000049187E0
3.511227604E1,-3.993395691E0,6.695576477E0,-4.484973450E0,8.994050275E0
3.512227704E1,-4.065395966E0,6.644083557E0,-4.390669556E0,8.941435557E0
3.513227804E1,-4.008813629E0,6.652166748E0,-4.198618927E0,8.828947279E0
3.514227904E1,-3.869752808E0,6.704857178E0,-4.069886627E0,8.746089053E0
3.515228104E1,-3.765419769E0,6.844367065E0,-4.266427917E0,8.900907467E0
3.516228204E1,-3.715124359E0,7.072642365E0,-4.437222748E0,9.138564698E0
3.517228304E1,-3.898642731E0,7.352111206E0,-4.626878357E0,9.521604784E0
3.518228404E1,-4.273612976E0,7.744894409E0,-4.735851746E0,1.003371561E1
3.519228604E1,-4.718188477E0,8.227041779E0,-4.755161591E0,1.060929219E1
3.520228704E1,-5.063819733E0,8.726103973E0,-4.877008209E0,1.120590781E1
3.521228804E1,-5.030139771E0,9.200916595E0,-4.952151947E0,1.159667975E1
3.522228904E1,-4.603826294E0,9.471853180E0,-4.979095917E0,1.164914655E1
3.523229104E1,-3.955674133E0,9.427994385E0,-4.979544983E0,1.137234823E1
3.524229204E1,-3.280428314E0,9.138945465E0,-4.764741669E0,1.081592794E1
3.525229304E1,-2.863844604E0,8.632847900E0,-4.568499756E0,1.017835246E1
3.526229404E1,-2.781815186E0,8.045469360E0,-4.399501190E0,9.582467515E0
3.527229604E1,-2.893632660E0,7.587272186E0,-4.235891418E0,9.158743653E0
3.528229704E1,-3.165766754E0,7.274871826E0,-4.174668732E0,8.965137938E0
3.529229804E1,-3.530408478E0,7.152576141E0,-4.445156250E0,9.131404249E0
3.530229904E1,-3.807332611E0,7.277416534E0,-4.474195862E0,9.352807153E0
3.531230004E1,-3.881578217E0,7.481292572E0,-4.434977417E0,9.523938927E0
3.532230204E1,-3.840264130E0,7.772586823E0,-4.539609833E0,9.786153071E0
3.533230304E1,-3.857927399E0,8.051456909E0,-4.700824585E0,1.008996105E1
3.534230404E1,-3.938010864E0,8.120912476E0,-5.133275299E0,1.038304697E1
3.535230504E1,-3.959566040E0,8.049510956E0,-5.518873444E0,1.053236697E1
3.536230704E1,-3.817661133E0,7.773484955E0,-6.036946106E0,1.055681406E1
3.537230804E1,-3.677103424E0,7.485334167E0,-6.194718018E0,1.038873662E1
3.538230904E1,-3.715723114E0,7.207511902E0,-5.897585907E0,1.002678142E1
3.539231004E1,-4.024381256E0,6.942712555E0,-5.344935150E0,9.641848053E0
3.540231204E1,-4.721331940E0,6.722071381E0,-4.670288086E0,9.449275620E0
3.541231304E1,-5.807024231E0,6.680607605E0,-4.012555847E0,9.718675466E0
3.542231404E1,-6.918013916E0,6.873107300E0,-3.600462799E0,1.039528032E1
3.543231504E1,-7.388036499E0,7.432494049E0,-3.556604004E0,1.106681902E1
3.544231704E1,-6.711892548E0,8.267607422E0,-3.482807465E0,1.120414128E1
3.545231804E1,-5.218148804E0,9.170978851E0,-3.492986298E0,1.111471472E1
3.546231904E1,-3.714675293E0,9.678124237E0,-3.812871094E0,1.104549172E1
3.547232004E1,-2.848127289E0,9.697284393E0,-4.480183411E0,1.105536960E1
3.548232204E1,-2.696791992E0,9.328002319E0,-5.110672302E0,1.097284310E1
3.549232304E1,-2.807112579E0,8.645571442E0,-5.676645355E0,1.071681338E1
3.550232383E1,-2.809806976E0,7.948620758E0,-6.030958557E0,1.036571504E1
3.551232483E1,-2.544857941E0,7.359296265E0,-6.296805725E0,1.001425513E1
3.552232583E1,-2.134561157E0,6.894213409E0,-6.333778839E0,9.602254123E0
3.553232783E1,-1.818867645E0,6.590944061E0,-6.306984558E0,9.301982442E0
3.554232883E1,-1.670077057E0,6.650220795E0,-6.266119537E0,9.288640807E0
3.555232983E1,-1.980381775E0,6.998546448E0,-5.965993652E0,9.407159221E0
3.556233083E1,-1.661844177E0,7.568112030E0,-6.490502930E0,1.010765423E1
3.557233283E1,-9.880952454E-1,8.637338562E0,-7.011120300E0,1.116851635E1
3.558233383E1,-5.894741821E-1,9.239386597E0,-6.626569977E0,1.138530518E1
3.559233483E1,-7.343728638E-1,9.333690491E0,-5.693560181E0,1.095781498E1
3.560233583E1,-1.777403870E0,9.397158508E0,-5.532046051E0,1.104849700E1
3.561233783E1,-2.657274170E0,9.210496674E0,-5.477259979E0,1.104059472E1
3.562233883E1,-2.752476196E0,8.844956818E0,-5.014123077E0,1.053331935E1
3.563233983E1,-2.496209106E0,8.413853302E0,-4.724625092E0,9.967249849E0
3.564234083E1,-2.243833923E0,8.033494263E0,-4.805157623E0,9.626077110E0
3.565234283E1,-1.866618347E0,7.738008728E0,-5.026098175E0,9.413963352E0
3.566234383E1,-1.407523041E0,7.565567322E0,-5.244344330E0,9.312468924E0
3.567234483E1,-1.002465363E0,7.554789734E0,-5.556145935E0,9.431359519E0
3.568234583E1,-6.722520447E-1,7.753276978E0,-5.930218048E0,9.784309521E0
3.569234783E1,-3.204835510E-1,8.110434265E0,-6.177503815E0,1.020016701E1
3.570234883E1,1.110690308E-1,8.512049103E0,-6.338568878E0,1.061342413E1
3.571234983E1,5.665718079E-1,8.836424561E0,-6.394702148E0,1.092225335E1
3.572235083E1,9.677375793E-1,9.009913788E0,-6.437962189E0,1.111586342E1
3.573235283E1,1.278491364E0,9.007518768E0,-6.465355225E0,1.116112686E1
3.574235383E1,1.385518799E0,8.898844757E0,-6.467600555E0,1.108778415E1
3.575235483E1,1.339115295E0,8.721912689E0,-6.399342499E0,1.090030161E1
3.576235583E1,1.213227081E0,8.506809998E0,-6.216871948E0,1.060599986E1
3.577235683E1,1.110989685E0,8.329578552E0,-5.989045715E0,1.031914946E1
3.578235883E1,1.004261627E0,8.215665436E0,-5.836063843E0,1.012745482E1
3.579235983E1,7.776329041E-1,8.192313995E0,-5.700745239E0,1.001085500E1
3.580236083E1,6.033952332E-1,8.250692596E0,-5.483846283E0,9.925249830E0
3.581236183E1,5.248086548E-1,8.379125519E0,-5.199737091E0,9.875344774E0
3.582236383E1,4.715194702E-1,8.572673035E0,-4.980592804E0,9.925691827E0
3.583236483E1,4.242178345E-1,8.708740082E0,-4.885390778E0,9.994456345E0
3.584236583E1,4.031117249E-1,8.709488525E0,-4.895719299E0,9.999287819E0
3.585236683E1,4.635859680E-1,8.598868561E0,-4.734803925E0,9.827198008E0
3.586236883E1,4.923262024E-1,8.452622681E0,-4.537813568E0,9.606298312E0
