"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.188595667E0,-6.964716797E0,-5.346432037E0,-3.150348816E0,9.328253494E0
3.198596667E0,-6.741231537E0,-5.564827881E0,-3.353626099E0,9.362602202E0
3.208597667E0,-6.467301178E0,-5.766608276E0,-3.534150696E0,9.357883130E0
3.218598667E0,-6.185587006E0,-5.952821045E0,-3.622467041E0,9.317716054E0
3.228599667E0,-6.017785950E0,-6.157894592E0,-3.598965912E0,9.331986347E0
3.238600667E0,-6.007457428E0,-6.407725067E0,-3.503464508E0,9.456360232E0
3.248601667E0,-6.162085876E0,-6.547684021E0,-3.440295868E0,9.626998704E0
3.258602667E0,-6.541247406E0,-6.563401337E0,-3.390599213E0,9.867234555E0
3.268603667E0,-7.130272522E0,-6.558162231E0,-3.319347382E0,1.024052465E1
3.278604667E0,-7.673792267E0,-6.557563477E0,-3.247796173E0,1.060362704E1
3.288605667E0,-7.961044922E0,-6.444997559E0,-3.149600372E0,1.071616593E1
3.298606667E0,-8.042176208E0,-6.409371643E0,-3.090772705E0,1.073822699E1
3.308607667E0,-7.797734528E0,-6.504423981E0,-2.993175659E0,1.058637311E1
3.318608667E0,-7.446265411E0,-6.660998383E0,-2.986739044E0,1.042767367E1
3.328609667E0,-7.159910889E0,-6.733896790E0,-3.130140839E0,1.031539973E1
3.338610667E0,-7.093898163E0,-6.668482819E0,-3.231180725E0,1.025829338E1
3.348611667E0,-7.209308167E0,-6.492299194E0,-3.295097809E0,1.024605986E1
3.358612667E0,-7.443720703E0,-6.302493896E0,-3.362008667E0,1.031666174E1
3.368613667E0,-7.633526001E0,-6.243965607E0,-3.467239838E0,1.045368728E1
3.378614667E0,-7.465425568E0,-6.361471252E0,-3.621568909E0,1.045546062E1
3.388615667E0,-6.949598236E0,-6.605463867E0,-3.809428253E0,1.031701566E1
3.398617667E0,-6.346203003E0,-6.849905548E0,-3.960464172E0,1.014301607E1
3.408618667E0,-5.892346802E0,-6.974446564E0,-4.145928497E0,1.002753104E1
3.418619667E0,-5.615123291E0,-6.932982788E0,-4.520599365E0,1.000158380E1
3.428620667E0,-5.323080597E0,-6.886878662E0,-4.811444550E0,9.945566017E0
3.438621667E0,-4.827910309E0,-6.995552673E0,-5.115013275E0,9.920173182E0
3.448622667E0,-4.314028931E0,-7.282505951E0,-5.464835815E0,1.007522551E1
3.458623667E0,-4.344864807E0,-7.747289429E0,-5.583239594E0,1.049146835E1
3.468624792E0,-5.035079498E0,-8.162975006E0,-5.275329895E0,1.094601718E1
3.478625792E0,-5.983656921E0,-8.205486603E0,-4.741240540E0,1.120774386E1
3.488626792E0,-6.951244812E0,-7.777676239E0,-4.362228699E0,1.130668348E1
3.498627792E0,-7.584577789E0,-7.068900146E0,-3.955973511E0,1.109706700E1
3.508628792E0,-7.643255768E0,-6.631659393E0,-3.703298950E0,1.077555976E1
3.518629792E0,-7.313042450E0,-6.408623199E0,-3.623664551E0,1.037699311E1
3.528630792E0,-7.013365631E0,-6.371201019E0,-3.676804047E0,1.016358145E1
3.538631792E0,-6.907386017E0,-6.647676086E0,-3.630550232E0,1.025107184E1
3.548632792E0,-7.057523804E0,-7.037016449E0,-3.521576843E0,1.057022924E1
3.558633792E0,-7.358248444E0,-7.447762299E0,-3.541784821E0,1.105247588E1
3.568634792E0,-7.687114563E0,-7.710765381E0,-3.761527863E0,1.151940645E1
3.578635792E0,-7.923323364E0,-7.725883942E0,-3.966751099E0,1.175599635E1
3.588636792E0,-7.755971375E0,-7.642207947E0,-4.015100555E0,1.160514829E1
3.598637792E0,-6.990313568E0,-7.603588257E0,-4.004622345E0,1.107772713E1
3.608639792E0,-5.964796143E0,-7.598349152E0,-4.029320984E0,1.046657205E1
3.618640792E0,-5.316344604E0,-7.539820862E0,-4.261488190E0,1.016231766E1
3.628641792E0,-5.283862152E0,-7.288343811E0,-4.489913177E0,1.005974528E1
3.638642792E0,-5.579197998E0,-7.022496643E0,-4.570595398E0,1.006644186E1
3.648643792E0,-5.780379639E0,-6.632108459E0,-4.774471436E0,1.000965678E1
3.658644792E0,-5.809568939E0,-6.382427673E0,-5.075046387E0,1.001212116E1
3.668645792E0,-5.762416992E0,-6.270460510E0,-5.454806671E0,1.011331006E1
3.678646792E0,-5.530399475E0,-6.103258209E0,-5.757626953E0,1.004914659E1
3.688647792E0,-5.205425262E0,-6.137536926E0,-5.738915863E0,9.884379949E0
3.698648792E0,-4.863985291E0,-5.971681824E0,-5.641767883E0,9.547192339E0
3.708649792E0,-4.608766022E0,-5.636528778E0,-5.676795044E0,9.232398544E0
3.718650792E0,-4.577780457E0,-5.283263397E0,-5.622158661E0,8.970931615E0
3.728651792E0,-4.635859680E0,-4.666396179E0,-5.595364380E0,8.635655784E0
3.738652792E0,-4.771627350E0,-4.172423401E0,-5.467979279E0,8.371161329E0
3.748653792E0,-5.066514130E0,-4.095782776E0,-5.066963196E0,8.253430681E0
3.758654792E0,-5.551505585E0,-4.023034058E0,-5.211113434E0,8.611603829E0
3.768655792E0,-6.065087585E0,-4.114044800E0,-5.768853607E0,9.326860349E0
3.778656792E0,-6.147266693E0,-4.619693298E0,-5.766907654E0,9.611850907E0
3.788657792E0,-5.642965393E0,-5.015021210E0,-5.285808105E0,9.215924451E0
3.798658792E0,-4.988376617E0,-5.448070679E0,-4.819976807E0,8.820292048E0
3.808660792E0,-4.733905792E0,-5.475463715E0,-4.928650818E0,8.756835377E0
3.818661792E0,-4.988825684E0,-5.399122467E0,-5.135820007E0,8.967471899E0
3.828662792E0,-5.432652740E0,-5.707481232E0,-5.085374908E0,9.378171238E0
3.838663792E0,-5.574258270E0,-6.030060425E0,-4.966522064E0,9.596891445E0
3.848664792E0,-5.295088806E0,-6.102509766E0,-4.981640625E0,9.491856205E0
3.858665792E0,-5.066813507E0,-6.589297485E0,-4.276307373E0,9.347633134E0
3.868666792E0,-5.448370056E0,-7.995024261E0,-3.121309204E0,1.016600808E1
3.878667792E0,-6.387068024E0,-9.782606964E0,-2.865042114E0,1.202923536E1
3.888668792E0,-7.364235992E0,-1.034693344E1,-3.197201385E0,1.309630101E1
3.898669792E0,-7.972870331E0,-9.899364166E0,-3.402424622E0,1.315828885E1
3.908670792E0,-8.162525940E0,-8.840316467E0,-3.395838318E0,1.250238949E1
3.918671792E0,-8.245603180E0,-7.434140625E0,-3.363505554E0,1.160041328E1
3.928672792E0,-8.550369415E0,-6.110892334E0,-3.332519989E0,1.102531232E1
3.938673792E0,-9.031918030E0,-5.094056854E0,-3.340603180E0,1.089424564E1
3.948674792E0,-9.550739136E0,-4.356989594E0,-3.237767029E0,1.098558654E1
3.958675792E0,-1.006941055E1,-3.823648682E0,-3.020868073E0,1.118655273E1
3.968676792E0,-1.042327469E1,-3.455414429E0,-2.905158691E0,1.135889480E1
3.978677792E0,-1.043839325E1,-3.170257416E0,-2.981799316E0,1.130936395E1
3.988678792E0,-1.003647903E1,-3.029100952E0,-3.437302094E0,1.103274262E1
3.998679792E0,-9.414372711E0,-3.023263092E0,-4.175117798E0,1.073322607E1
4.008681792E0,-8.649014282E0,-3.131488037E0,-4.804409180E0,1.037757259E1
4.018682792E0,-7.787256317E0,-3.356769562E0,-5.067262573E0,9.878583543E0
4.028683792E0,-7.062762909E0,-3.598067780E0,-5.374723206E0,9.576865938E0
4.038684792E0,-6.705904999E0,-3.777843933E0,-5.901328125E0,9.698811282E0
4.048685792E0,-6.615642700E0,-3.951632538E0,-6.246660004E0,9.919823045E0
4.058686792E0,-6.545289001E0,-4.142335968E0,-6.353088684E0,1.001805826E1
4.068687792E0,-6.435267792E0,-4.303850098E0,-6.244414673E0,9.946281306E0
4.078688792E0,-6.371650085E0,-4.323159943E0,-6.036047974E0,9.783737110E0
4.088689792E0,-6.336473236E0,-4.190984802E0,-5.880820770E0,9.607252449E0
4.098690792E0,-6.393654327E0,-3.941304016E0,-5.715115356E0,9.437967819E0
4.108691792E0,-6.566395111E0,-3.702400818E0,-5.550906830E0,9.361510733E0
4.118692792E0,-6.710245972E0,-3.583847351E0,-5.548960876E0,9.416067632E0
4.128693792E0,-6.822961578E0,-3.572920074E0,-5.672154694E0,9.565139906E0
4.138694792E0,-6.831194458E0,-3.644471283E0,-5.780828705E0,9.662575701E0
4.148695792E0,-6.785539398E0,-3.863914948E0,-5.768853607E0,9.708401289E0
4.158696792E0,-6.785240021E0,-4.103566589E0,-5.687572632E0,9.758443694E0
4.168697792E0,-6.940167847E0,-4.207600250E0,-5.576802979E0,9.847363153E0
4.178698792E0,-7.178472290E0,-4.165537720E0,-5.511838074E0,9.963058158E0
4.188699792E0,-7.434589691E0,-3.946094055E0,-5.349575500E0,9.973100832E0
4.198700792E0,-7.629334717E0,-3.670367432E0,-5.212460632E0,9.942237733E0
4.208702792E0,-7.677085419E0,-3.419339447E0,-5.174739075E0,9.869521127E0
4.218703792E0,-7.663014679E0,-3.248394928E0,-5.241799622E0,9.836174401E0
4.228704792E0,-7.566465454E0,-3.204236755E0,-5.349425812E0,9.804840089E0
4.238705792E0,-7.415728912E0,-3.275488586E0,-5.442382507E0,9.764291482E0
4.248706792E0,-7.389234009E0,-3.326831818E0,-5.507197723E0,9.797847516E0
4.258707792E0,-7.513924713E0,-3.310216370E0,-5.602250061E0,9.939909595E0
4.268708792E0,-7.627388763E0,-3.236419830E0,-5.602699127E0,1.000208529E1
4.278709792E0,-7.718100128E0,-3.134930878E0,-5.577551422E0,1.002526514E1
4.288710792E0,-7.774233398E0,-3.081042938E0,-5.529351654E0,1.002523118E1
4.298711792E0,-7.789501648E0,-3.067720642E0,-5.480104065E0,1.000593756E1
4.308712792E0,-7.712262268E0,-3.067421265E0,-5.710325317E0,1.007451625E1
4.318713792E0,-7.640261993E0,-3.035687256E0,-6.197412415E0,1.029548061E1
4.328714792E0,-7.647147675E0,-3.044518890E0,-6.471043396E0,1.047006998E1
4.338715792E0,-7.644752655E0,-3.158731384E0,-6.320456543E0,1.040999510E1
4.348716792E0,-7.664062500E0,-3.189267883E0,-6.269263000E0,1.040254499E1
4.358717792E0,-7.842341766E0,-2.938688965E0,-6.371650085E0,1.052312416E1
4.368718792E0,-8.167765045E0,-2.469115448E0,-6.694678345E0,1.084562746E1
4.378719792E0,-8.432414703E0,-2.024989014E0,-7.094945984E0,1.120466228E1
4.388720792E0,-8.591384125E0,-1.783990173E0,-7.380402374E0,1.146581185E1
4.398722792E0,-8.756640472E0,-1.797013092E0,-7.420369263E0,1.161765417E1
4.408723792E0,-8.920998688E0,-1.961221619E0,-7.363487549E0,1.173250002E1
4.418724792E0,-9.043294373E0,-2.084116058E0,-7.545209656E0,1.196055607E1
4.428725792E0,-9.043743439E0,-2.098486176E0,-7.815996552E0,1.213601012E1
4.438726792E0,-8.946296082E0,-2.183060303E0,-8.050858154E0,1.223185525E1
4.448727792E0,-8.999884644E0,-2.237846375E0,-8.639284515E0,1.267450658E1
4.458728792E0,-9.253607025E0,-2.227667542E0,-9.181457062E0,1.322463230E1
4.468729792E0,-9.794132996E0,-2.132166138E0,-9.459578705E0,1.378240918E1
4.478730708E0,-1.042237656E1,-1.910177765E0,-9.395511932E0,1.416158030E1
4.488731708E0,-1.096095657E1,-1.660946045E0,-9.124575348E0,1.435824453E1
4.498732708E0,-1.128054199E1,-1.417851562E0,-8.798703003E0,1.437630360E1
4.508733708E0,-1.137260056E1,-1.163380737E0,-8.556656342E0,1.427956112E1
4.518734708E0,-1.124371857E1,-8.819659424E-1,-8.552165680E0,1.415410220E1
4.528735708E0,-1.098760117E1,-6.018983459E-1,-8.506809998E0,1.390882732E1
4.538736708E0,-1.067026108E1,-4.993615723E-1,-8.178392944E0,1.345325034E1
4.548737708E0,-1.051069290E1,-5.876779175E-1,-7.826325073E0,1.311759867E1
4.558738708E0,-1.056817337E1,-7.213499451E-1,-7.478897552E0,1.296690182E1
4.568739708E0,-1.065798660E1,-9.276210022E-1,-7.018005981E0,1.279474764E1
4.578740708E0,-1.069795349E1,-1.158590698E0,-6.526877289E0,1.258525599E1
4.588742708E0,-1.058868073E1,-1.441203003E0,-6.121071167E0,1.231522382E1
4.598743708E0,-1.024304947E1,-1.750459900E0,-5.642965393E0,1.182485648E1
4.608744708E0,-9.666448517E0,-2.091899872E0,-5.061873779E0,1.111030324E1
4.618745708E0,-8.939709778E0,-2.354154510E0,-4.931794281E0,1.047774065E1
4.628746708E0,-8.472531281E0,-2.225871277E0,-5.353916473E0,1.026658224E1
4.638747708E0,-8.443641357E0,-1.828298035E0,-5.804479523E0,1.040815717E1
4.648748708E0,-8.392597504E0,-1.495240631E0,-5.669011230E0,1.023763282E1
4.658749708E0,-8.143814850E0,-1.333277435E0,-5.011428680E0,9.654727673E0
4.668750708E0,-7.851323090E0,-1.235081635E0,-4.565056915E0,9.165612120E0
4.678751708E0,-7.571704559E0,-1.099763031E0,-4.273163910E0,8.763567679E0
4.688752708E0,-7.280260620E0,-7.884104919E-1,-3.999233551E0,8.343719482E0
4.698753708E0,-7.048841858E0,-3.121009827E-1,-3.707939301E0,7.970720947E0
4.708754708E0,-7.025939484E0,2.086660767E-1,-3.690276031E0,7.938860394E0
4.718755708E0,-7.156318359E0,7.182064819E-1,-4.109703827E0,8.283621102E0
4.728756708E0,-7.175777893E0,1.110091553E0,-4.758903809E0,8.681662115E0
4.738757708E0,-6.950047302E0,1.397344208E0,-5.213059387E0,8.799529335E0
4.748758708E0,-6.575226746E0,1.651964722E0,-5.342839508E0,8.631832262E0
4.758759708E0,-6.196214905E0,1.844913483E0,-5.209317169E0,8.302636345E0
4.768761708E0,-5.969137115E0,2.037562866E0,-5.031636658E0,8.068434036E0
4.778762708E0,-5.883215790E0,2.220931549E0,-4.671335907E0,7.833654583E0
4.788763708E0,-5.963598633E0,2.501897278E0,-4.404141541E0,7.824350539E0
4.798764708E0,-6.202651520E0,2.839595032E0,-4.269870758E0,8.047855746E0
4.808765708E0,-6.539750519E0,3.209625549E0,-4.291276245E0,8.454885264E0
4.818766708E0,-6.910529480E0,3.634591827E0,-4.273612976E0,8.901092254E0
4.828767708E0,-7.283104706E0,3.966302032E0,-4.267326050E0,9.326587671E0
4.838768708E0,-7.526797943E0,4.146227875E0,-4.367767181E0,9.639568612E0
4.848769708E0,-7.428901520E0,4.153862000E0,-4.356989594E0,9.561720850E0
4.858770708E0,-7.077432404E0,3.962410126E0,-4.097429352E0,9.087335733E0
4.868771708E0,-6.746171265E0,3.734284515E0,-3.732488251E0,8.566631550E0
4.878772708E0,-6.564000092E0,3.544179840E0,-3.432661743E0,8.211606090E0
4.888773708E0,-6.421496429E0,3.528163147E0,-3.178490295E0,7.986635846E0
4.898774708E0,-6.337071991E0,3.679498444E0,-2.991828461E0,7.915063345E0
4.908775708E0,-6.166726227E0,3.944746857E0,-3.017425232E0,7.917979234E0
4.918776708E0,-5.975723419E0,4.276007996E0,-3.015329590E0,7.942652409E0
4.928777708E0,-5.790109406E0,4.595593414E0,-2.999013519E0,7.977401071E0
4.938778708E0,-5.758076019E0,4.863087158E0,-3.073109436E0,8.139352416E0
4.948780708E0,-5.789660339E0,5.097200317E0,-3.027903442E0,8.286725359E0
4.958781708E0,-5.756130066E0,5.280419312E0,-2.901566162E0,8.332763505E0
4.968782708E0,-5.788612518E0,5.458399200E0,-2.642005920E0,8.383457044E0
4.978783708E0,-5.915997620E0,5.687572632E0,-2.476001129E0,8.571936296E0
4.988784708E0,-6.109994202E0,5.834117889E0,-2.317181396E0,8.760039402E0
4.998785708E0,-6.264622650E0,6.016738129E0,-2.241289215E0,8.970507901E0
5.008786708E0,-6.431824951E0,6.202202454E0,-2.286644897E0,9.223038131E0
5.018787708E0,-6.533313904E0,6.293662262E0,-2.224224701E0,9.340318557E0
5.028788708E0,-6.460415497E0,6.360273743E0,-2.165696411E0,9.320959791E0
5.038789708E0,-6.370153198E0,6.327342224E0,-2.165397034E0,9.235965337E0
5.048790708E0,-6.209387512E0,6.244564362E0,-2.227368164E0,9.083625173E0
5.058791708E0,-6.016738129E0,6.145320740E0,-2.466421051E0,8.947029535E0
5.068792708E0,-5.783373413E0,6.036946106E0,-2.717299347E0,8.790667896E0
5.078793708E0,-5.529800720E0,5.952671356E0,-2.810854797E0,8.597319174E0
5.088794708E0,-5.274431763E0,5.992189178E0,-2.788251801E0,8.455785574E0
5.098795708E0,-5.061125336E0,6.174959106E0,-2.780917053E0,8.454502309E0
5.108797708E0,-4.842879181E0,6.427334290E0,-2.665956116E0,8.477701743E0
5.118798708E0,-4.639302521E0,6.704557800E0,-2.628683624E0,8.566457890E0
5.128799708E0,-4.508474579E0,7.011569366E0,-2.615960083E0,8.736801198E0
5.138800708E0,-4.406536560E0,7.301516418E0,-2.616708527E0,8.920586863E0
5.148801708E0,-4.356540527E0,7.538473663E0,-2.737806702E0,9.127081465E0
5.158802708E0,-4.355193329E0,7.673492889E0,-2.802921295E0,9.257784284E0
5.168803708E0,-4.348307648E0,7.828570404E0,-2.825823669E0,9.390397935E0
5.178804708E0,-4.418361969E0,7.976013794E0,-2.876268768E0,9.560943497E0
5.188805708E0,-4.545447693E0,8.068671112E0,-2.858605499E0,9.692067563E0
5.198806708E0,-4.711452484E0,8.039930878E0,-2.828817444E0,9.738607763E0
5.208807708E0,-4.913831635E0,7.960895233E0,-2.849175110E0,9.779539511E0
5.218808708E0,-5.023104401E0,7.845485229E0,-2.863694916E0,9.745971726E0
5.228809708E0,-5.060077515E0,7.770341492E0,-2.813249817E0,9.690044679E0
5.238810708E0,-5.079986115E0,7.848329315E0,-2.696342926E0,9.729994714E0
5.248811708E0,-5.104085999E0,7.962541809E0,-2.594255219E0,9.807340418E0
5.258812708E0,-5.205275574E0,8.171058197E0,-2.500250702E0,1.000561539E1
5.268813708E0,-5.388344879E0,8.315507812E0,-2.390528870E0,1.019296615E1
5.278815708E0,-5.536387024E0,8.441096649E0,-2.326312408E0,1.035931578E1
5.288816708E0,-5.622158661E0,8.557554474E0,-2.357896729E0,1.050714441E1
5.298817708E0,-5.613327026E0,8.539891205E0,-2.423909454E0,1.050307189E1
5.308818708E0,-5.528154144E0,8.409961395E0,-2.420017548E0,1.035105907E1
5.318819708E0,-5.346432037E0,8.289461975E0,-2.439926147E0,1.016133628E1
5.328820708E0,-5.231920166E0,8.261021118E0,-2.446213074E0,1.007975282E1
5.338821708E0,-5.186564484E0,8.284372559E0,-2.431992645E0,1.007203396E1
5.348822708E0,-5.071603546E0,8.364306335E0,-2.392474823E0,1.007009031E1
5.358823708E0,-4.899760895E0,8.425978088E0,-2.335144043E0,1.002285694E1
5.368824708E0,-4.807402954E0,8.444389801E0,-2.184856567E0,9.959540175E0
5.378825708E0,-4.750221863E0,8.432414703E0,-2.124681702E0,9.908809101E0
5.388826708E0,-4.692142639E0,8.491541748E0,-2.017504578E0,9.909228453E0
5.398827708E0,-4.671335907E0,8.543034668E0,-1.918710022E0,9.924024821E0
5.408828708E0,-4.655019836E0,8.606951752E0,-1.962718506E0,9.980034673E0
5.418829708E0,-4.674778748E0,8.619375916E0,-1.877994690E0,9.983689777E0
5.428830708E0,-4.650678864E0,8.540040894E0,-1.842518463E0,9.897271677E0
5.438831708E0,-4.397854614E0,8.408015442E0,-2.097588043E0,9.717804509E0
5.448833708E0,-4.029620361E0,8.345445557E0,-2.173929291E0,9.518942712E0
5.458834708E0,-3.693569183E0,8.392896881E0,-2.367027740E0,9.470268829E0
5.468835708E0,-3.583847351E0,8.312813416E0,-2.463726654E0,9.381725734E0
5.478836333E0,-3.521726532E0,8.314160614E0,-2.552492065E0,9.383125291E0
5.488837333E0,-3.510799255E0,8.377329254E0,-2.522704010E0,9.427056400E0
5.498838333E0,-3.318598938E0,8.541986847E0,-2.582878876E0,9.521024183E0
5.508839333E0,-3.146456909E0,8.595725098E0,-2.089804230E0,9.389034176E0
5.518840333E0,-3.075654144E0,8.338559875E0,-1.841919708E0,9.076557576E0
5.528841333E0,-2.963537292E0,8.063731384E0,-1.423240356E0,8.708153090E0
5.538842333E0,-2.735112305E0,8.071814575E0,-1.037791901E0,8.585571727E0
5.548843333E0,-2.408192139E0,8.284522247E0,-1.109343109E0,8.698467703E0
5.558844333E0,-1.954785004E0,8.561745758E0,-1.161434784E0,8.858532926E0
5.568845333E0,-1.666185150E0,8.824449463E0,-1.080303497E0,9.045116745E0
5.578846333E0,-1.651216278E0,8.914711761E0,-1.145867157E0,9.138468828E0
5.588847333E0,-1.733395386E0,8.873846741E0,-1.171164551E0,9.117096136E0
5.598848333E0,-1.836530914E0,8.803642731E0,-1.077010345E0,9.057423608E0
5.608850333E0,-1.928290100E0,8.744815063E0,-1.220711517E0,9.037711536E0
5.618851333E0,-1.883533173E0,8.777447205E0,-1.372046814E0,9.081508085E0
5.628852333E0,-1.698368225E0,8.777447205E0,-1.383423157E0,9.046650965E0
5.638853333E0,-1.542242889E0,8.695717163E0,-1.392404480E0,8.940514546E0
5.648854333E0,-1.469045105E0,8.676557007E0,-1.558558960E0,8.936992841E0
5.658855333E0,-1.442101135E0,8.786129150E0,-1.692680054E0,9.063160977E0
5.668856333E0,-1.538051605E0,8.941056976E0,-1.744622040E0,9.238604259E0
5.678857333E0,-1.628613281E0,9.103020172E0,-1.804347839E0,9.421943993E0
5.688858333E0,-1.642234955E0,9.369166718E0,-1.855092316E0,9.691211902E0
5.698859333E0,-1.586700439E0,9.588610382E0,-1.866618347E0,9.896632326E0
5.708860333E0,-1.497186584E0,9.712103577E0,-1.974543915E0,1.002324036E1
5.718861333E0,-1.419198761E0,9.756261749E0,-2.156415710E0,1.009202146E1
5.728862333E0,-1.443448334E0,9.737850037E0,-2.242786102E0,1.009650216E1
5.738863333E0,-1.492546234E0,9.604776764E0,-2.136956177E0,9.952186325E0
5.748864333E0,-1.503922577E0,9.379794617E0,-1.931882629E0,9.694044598E0
5.758865333E0,-1.467398529E0,9.259444885E0,-1.874252472E0,9.560512557E0
5.768867333E0,-1.456920319E0,9.264534302E0,-1.740879822E0,9.538599226E0
5.778868333E0,-1.558409271E0,9.361981659E0,-1.629062347E0,9.629599377E0
5.788869333E0,-1.721420288E0,9.528435516E0,-1.562001801E0,9.807865253E0
5.798870333E0,-1.892664185E0,9.656119995E0,-1.478625183E0,9.950334844E0
5.808871333E0,-1.977837067E0,9.588909760E0,-1.166973267E0,9.860063714E0
5.818872333E0,-1.885030060E0,9.352700958E0,-8.696914673E-1,9.580329681E0
5.828873333E0,-1.628164215E0,9.246871033E0,-7.488926697E-1,9.418937458E0
5.838874333E0,-1.406924286E0,9.304650879E0,-9.310638428E-1,9.456365253E0
5.848875333E0,-1.379830627E0,9.533375244E0,-1.409319305E0,9.735263582E0
5.858876333E0,-1.460812225E0,9.695338440E0,-1.675166473E0,9.946845859E0
5.868877333E0,-1.561552734E0,9.551038513E0,-1.594334564E0,9.808296811E0
5.878878333E0,-1.505569153E0,9.229507141E0,-1.445094910E0,9.462496491E0
5.888879333E0,-1.184636536E0,9.035360870E0,-1.241518250E0,9.196873237E0
5.898880333E0,-7.301815796E-1,8.960217133E0,-1.038690033E0,9.049725586E0
5.908881333E0,-2.966830444E-1,8.956774292E0,-1.019978943E0,9.019544533E0
5.918882333E0,-1.362167358E-1,9.086704102E0,-1.207688599E0,9.167620094E0
5.928884333E0,-3.222798157E-1,9.325307922E0,-1.376088409E0,9.431800010E0
5.938885333E0,-6.203100586E-1,9.469907227E0,-1.482068024E0,9.605230506E0
5.948886333E0,-7.743397522E-1,9.400601349E0,-1.513802032E0,9.553141073E0
5.958887333E0,-6.601272583E-1,9.148375854E0,-1.453327789E0,9.286587664E0
5.968888333E0,-3.996688843E-1,8.843459930E0,-1.322200470E0,8.950683373E0
5.978889333E0,-1.579216003E-1,8.587492218E0,-1.242715759E0,8.678381432E0
5.988890333E0,-7.619155884E-2,8.509354706E0,-1.221609650E0,8.596932755E0
5.998891333E0,-1.904040527E-1,8.629105682E0,-1.104104004E0,8.701538038E0
6.008892333E0,-4.903802490E-1,8.851992188E0,-1.260678406E0,8.954750053E0
6.018893333E0,-7.809260559E-1,9.116641846E0,-1.489552460E0,9.270478444E0
6.028894333E0,-8.982820129E-1,9.240584106E0,-1.536105652E0,9.410362680E0
6.038895333E0,-8.964857483E-1,9.164093170E0,-1.500030670E0,9.329221958E0
6.048896333E0,-7.599696350E-1,8.944948883E0,-1.525777130E0,9.105913475E0
6.058897333E0,-6.035449219E-1,8.692873077E0,-1.609453125E0,8.861187741E0
6.068898333E0,-4.559518433E-1,8.447383575E0,-1.681603088E0,8.625193928E0
6.078900333E0,-3.366499329E-1,8.223748627E0,-1.785487061E0,8.422074489E0
6.088901333E0,-2.980302429E-1,8.095166016E0,-1.893712006E0,8.319055235E0
6.098902333E0,-3.182382202E-1,8.044870605E0,-1.964514771E0,8.287372135E0
6.108903333E0,-3.480262756E-1,7.995922394E0,-2.100881195E0,8.274635884E0
6.118904333E0,-4.086502075E-1,7.899971924E0,-2.243384857E0,8.222489100E0
6.128905333E0,-5.312452698E-1,7.805069275E0,-2.321821747E0,8.160403430E0
6.138906333E0,-7.385641479E-1,7.758067017E0,-2.358345795E0,8.142166525E0
6.148907333E0,-9.481283569E-1,7.714357910E0,-2.335593109E0,8.115741526E0
6.158908333E0,-1.105900269E0,7.627089386E0,-2.253114624E0,8.029447890E0
