"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.483052079E1,5.729934540E0,-9.965825958E0,3.478017426E0
2.484052179E1,6.148015137E0,-1.021161484E1,3.149750061E0
2.485052279E1,6.432872772E0,-1.023646317E1,2.517764282E0
2.486052479E1,6.403084717E0,-1.007599686E1,1.778601379E0
2.487052579E1,5.847739563E0,-9.583371277E0,1.496887207E0
2.488052679E1,5.088518372E0,-8.980125732E0,1.513502655E0
2.489052879E1,4.525838470E0,-8.669521637E0,1.115031281E0
2.490052979E1,4.116589508E0,-8.606053619E0,6.256988525E-1
2.491053079E1,3.836671600E0,-8.373137970E0,2.579136658E-1
2.492053279E1,3.894002380E0,-7.950866089E0,-3.119512939E-1
2.493053379E1,4.322710876E0,-7.779771881E0,-5.764512634E-1
2.494053479E1,4.716092834E0,-7.868836670E0,-2.811154175E-1
2.495053679E1,4.830904083E0,-8.102051697E0,2.844085693E-1
2.496053779E1,4.662803650E0,-8.387059021E0,4.810995483E-1
2.497053979E1,4.246070251E0,-8.615034943E0,9.762698364E-1
2.498054079E1,4.066144409E0,-8.690028992E0,9.337582397E-1
2.499054179E1,4.118984528E0,-8.651409302E0,8.261320496E-1
2.500054279E1,4.298012238E0,-8.644972687E0,9.535171509E-1
2.501054479E1,4.436174927E0,-8.680897980E0,1.326990509E0
2.502054579E1,4.599036255E0,-8.624914398E0,1.367406464E0
2.503054679E1,5.009931793E0,-8.606502686E0,1.270857239E0
2.504054879E1,5.465733948E0,-8.491392059E0,9.283694458E-1
2.505054979E1,5.692063293E0,-8.058192902E0,1.363364868E0
2.506055079E1,6.078260193E0,-7.578889618E0,1.295855255E0
2.507055279E1,6.799161072E0,-7.222181396E0,1.542242889E0
2.508055379E1,7.559280396E0,-7.017556915E0,1.664837952E0
2.509055479E1,8.070766754E0,-6.752158813E0,1.858984222E0
2.510055679E1,8.509055328E0,-6.611301727E0,2.086361389E0
2.511055817E1,8.738228760E0,-6.646927643E0,2.374661865E0
2.512056017E1,8.928333435E0,-6.731352081E0,2.476150818E0
2.513056117E1,9.351802826E0,-6.913523254E0,2.630479889E0
2.514056217E1,9.840985565E0,-7.064110107E0,2.249073029E0
2.515056317E1,1.034768188E1,-7.048542480E0,2.285896454E0
2.516056517E1,1.083881058E1,-6.978039093E0,2.470312958E0
2.517056617E1,1.119686600E1,-6.835984497E0,2.635718994E0
2.518056817E1,1.152887558E1,-6.775061188E0,2.763403473E0
2.519056917E1,1.191462341E1,-6.781348114E0,2.886148224E0
2.520057017E1,1.207164688E1,-6.684200134E0,2.935994568E0
2.521057217E1,1.192031158E1,-6.485563202E0,3.078198853E0
2.522057317E1,1.154070099E1,-6.201154633E0,3.171305237E0
2.523057417E1,1.126422592E1,-6.001769257E0,3.430117035E0
2.524057517E1,1.113998428E1,-5.947731628E0,3.577111359E0
2.525057717E1,1.110271179E1,-5.935606842E0,3.491788788E0
2.526057817E1,1.098161362E1,-5.757028198E0,3.827390900E0
2.527058017E1,1.080258591E1,-5.343587952E0,3.850293274E0
2.528058117E1,1.057431061E1,-4.976251831E0,3.667223969E0
2.529058217E1,1.024155258E1,-4.676125946E0,3.309916992E0
2.530058417E1,9.969418488E0,-4.391567688E0,3.140918427E0
2.531058517E1,9.747879181E0,-4.080813904E0,2.762505341E0
2.532058617E1,9.469907227E0,-3.707789612E0,2.477048950E0
2.533058817E1,9.285790100E0,-3.461252289E0,2.093097382E0
2.534058917E1,9.179960175E0,-3.230881348E0,1.742825775E0
2.535059017E1,8.891060944E0,-2.989283752E0,1.897903290E0
2.536059217E1,8.551716614E0,-2.509232025E0,1.672621765E0
2.537059317E1,8.243657227E0,-2.104024658E0,1.543590088E0
2.538059417E1,8.125852203E0,-1.759291534E0,1.638193359E0
2.539059617E1,8.294850769E0,-1.460961914E0,1.440155182E0
2.540059717E1,8.444539490E0,-1.296753387E0,1.335073700E0
2.541059817E1,8.392298126E0,-9.979747009E-1,1.577419739E0
2.542060017E1,8.303383026E0,-5.408253479E-1,1.657203827E0
2.543060117E1,8.309819641E0,-1.431024170E-1,1.582359467E0
2.544060217E1,8.245902557E0,2.883004761E-1,1.873054962E0
2.545060417E1,8.291407928E0,6.584806824E-1,1.535057831E0
2.546060517E1,8.209079132E0,8.714877319E-1,1.560504913E0
2.547060617E1,8.148006134E0,1.074016571E0,1.580563202E0
2.548060817E1,8.068371735E0,1.192270660E0,1.733545074E0
2.549060917E1,7.864346008E0,1.492695923E0,1.685944061E0
2.550061017E1,7.686964874E0,1.742227020E0,1.876497803E0
2.551061217E1,7.566315765E0,2.073937225E0,2.301164703E0
2.552061317E1,7.309150543E0,2.516866150E0,2.660567322E0
2.553061417E1,6.977889404E0,2.960543518E0,2.642904053E0
2.554061617E1,6.680607605E0,3.249143372E0,2.532134399E0
2.555061717E1,6.442602539E0,3.456911316E0,2.382295990E0
2.556061817E1,6.208938446E0,3.698658600E0,2.521805878E0
2.557062017E1,5.975723419E0,3.813020782E0,2.614612885E0
2.558062117E1,5.705984344E0,3.957171021E0,2.689756622E0
2.559062217E1,5.441634064E0,4.114044800E0,2.579436035E0
2.560062417E1,5.238656158E0,4.285887451E0,2.429298248E0
2.561062517E1,5.217100983E0,4.522245941E0,2.048939209E0
2.562062617E1,5.350174255E0,4.734803925E0,2.010768585E0
2.563062817E1,5.572012939E0,4.886438599E0,2.030228119E0
2.564062917E1,5.731581116E0,5.012626190E0,2.121388550E0
2.565063017E1,5.854026489E0,5.164260864E0,2.333347778E0
2.566063217E1,5.951324158E0,5.362448730E0,2.288291473E0
2.567063317E1,6.141279144E0,5.599855042E0,2.251468048E0
2.568063417E1,6.496340790E0,5.895939331E0,2.259251862E0
2.569063617E1,7.009174347E0,6.144272919E0,2.112856293E0
2.570063717E1,7.504045258E0,6.545887756E0,2.469714203E0
2.571063817E1,7.822133789E0,6.979535980E0,2.689457245E0
2.572064017E1,7.777676239E0,7.529192963E0,2.954705658E0
2.573064117E1,7.659122772E0,7.935448151E0,3.079246674E0
2.574064217E1,7.599396973E0,8.075107727E0,3.119962006E0
2.575064417E1,7.634124756E0,7.914192352E0,2.951861572E0
2.576064517E1,7.735314331E0,7.399712219E0,2.868934021E0
2.577064617E1,7.800129547E0,6.931934967E0,3.104993134E0
2.578064817E1,7.726033630E0,6.643634491E0,3.288212128E0
2.579064917E1,7.391329651E0,6.722969513E0,3.437900848E0
2.580065017E1,6.857689362E0,7.061864777E0,3.094514923E0
2.581065217E1,6.217770081E0,7.468419342E0,2.651136932E0
2.582065317E1,5.659281464E0,7.860304413E0,2.174378357E0
2.583065517E1,5.356161804E0,8.145760803E0,1.327439575E0
2.584065617E1,5.362598419E0,8.205037537E0,6.774911499E-1
2.585065717E1,5.544619904E0,7.825726318E0,5.183720398E-1
2.586065817E1,5.430108032E0,7.274722137E0,5.043013000E-1
2.587066017E1,4.786745911E0,6.934180298E0,4.797523499E-1
2.588066117E1,3.954326935E0,6.737040253E0,9.210346985E-1
2.589066317E1,3.296445007E0,6.600075073E0,1.191073151E0
2.590066417E1,2.949466553E0,6.409371643E0,1.078207855E0
2.591066517E1,2.912792816E0,5.950276337E0,1.037043457E0
2.592066717E1,2.814597015E0,5.735772400E0,1.594035187E0
2.593066817E1,2.257455597E0,6.361171875E0,2.026186523E0
2.594066917E1,1.904339905E0,7.011719055E0,2.048789520E0
2.595067117E1,1.914069672E0,7.749235382E0,2.162253571E0
2.596067217E1,1.859732666E0,8.392597504E0,1.922452240E0
2.597067317E1,1.614392853E0,9.090596008E0,2.102677460E0
2.598067517E1,1.598675537E0,9.465566254E0,2.011816406E0
2.599067617E1,1.814227295E0,9.548793182E0,2.420915680E0
2.600067717E1,1.893262939E0,9.438921661E0,1.996248779E0
2.601067917E1,1.544488220E0,9.194779358E0,1.715432739E0
2.602068017E1,8.869056702E-1,8.834179230E0,1.617236938E0
2.603068117E1,1.580712891E-1,8.394992523E0,1.485810242E0
2.604068317E1,-5.084925842E-1,8.092022552E0,1.458417206E0
2.605068417E1,-9.250762939E-1,7.942333832E0,1.516346741E0
2.606068517E1,-1.092428284E0,8.039032745E0,1.422791290E0
2.607068717E1,-1.104852448E0,8.310717773E0,7.614665222E-1
2.608068817E1,-1.065184937E0,8.668473816E0,7.547305298E-1
2.609068917E1,-1.138233032E0,9.051676941E0,6.414161682E-1
2.610069117E1,-1.276395721E0,9.445657654E0,5.836363220E-1
2.611069237E1,-1.457668762E0,9.757608948E0,4.966671753E-1
2.612069337E1,-1.553170166E0,9.883796539E0,3.152444458E-1
2.613069537E1,-1.536704407E0,9.755812683E0,8.143066406E-2
2.614069637E1,-1.315614166E0,9.494007111E0,-5.343887329E-2
2.615069737E1,-1.041683807E0,9.269923096E0,-1.284329224E-1
2.616069937E1,-8.110134888E-1,9.141340485E0,-7.200027466E-2
2.617070037E1,-5.590873718E-1,9.198521576E0,4.909790039E-2
2.618070237E1,-4.164340210E-1,9.376501465E0,2.664459229E-2
2.619070337E1,-3.836521912E-1,9.596843262E0,2.095642090E-3
2.620070437E1,-3.857478333E-1,9.793683929E0,-7.349716187E-2
2.621070537E1,-3.870950317E-1,9.791588287E0,-5.194198608E-2
2.622070737E1,-4.143383789E-1,9.663005676E0,6.032455444E-2
2.623070837E1,-4.947212219E-1,9.512269135E0,8.113128662E-2
2.624071037E1,-5.189707947E-1,9.380692749E0,1.254391479E-1
2.625071137E1,-5.081932068E-1,9.267528076E0,1.654060364E-1
2.626071237E1,-4.728666687E-1,9.178463287E0,1.754351807E-1
2.627071437E1,-4.628375244E-1,9.070837097E0,1.874102783E-1
2.628071537E1,-4.713697815E-1,8.993448029E0,2.219883728E-1
2.629071637E1,-4.261637878E-1,8.957822113E0,3.463796997E-1
2.630071837E1,-2.392025757E-1,8.934919739E0,5.438191223E-1
2.631071937E1,3.951782227E-2,8.928333435E0,8.044271851E-1
2.632072037E1,2.674937439E-1,8.991502075E0,8.948391724E-1
2.633072237E1,4.068539429E-1,9.036708069E0,9.680369568E-1
2.634072337E1,5.198689270E-1,9.047036591E0,1.026415558E0
2.635072437E1,5.559439087E-1,9.002129974E0,1.052311707E0
2.636072637E1,5.622308350E-1,8.972341919E0,1.071621552E0
2.637072737E1,5.240602112E-1,8.910370789E0,1.135987701E0
2.638072837E1,5.134323120E-1,8.856033783E0,1.154100037E0
2.639073037E1,4.607418823E-1,8.698411560E0,1.110839996E0
2.640073137E1,3.854484558E-1,8.482111359E0,9.683363342E-1
2.641073237E1,3.285667419E-1,8.218509521E0,8.279283142E-1
2.642073437E1,4.459226990E-1,7.969876556E0,1.046623535E0
2.643073537E1,6.553372192E-1,7.836503906E0,1.125659180E0
2.644073637E1,8.132588196E-1,7.779472504E0,1.240320740E0
2.645073837E1,9.868977356E-1,7.741301880E0,1.364712067E0
2.646073937E1,1.279838562E0,7.622299347E0,1.525178375E0
2.647074037E1,1.610800323E0,7.452552338E0,1.669777679E0
2.648074237E1,1.888173523E0,7.222480774E0,1.726060638E0
2.649074337E1,2.077679443E0,6.992409210E0,1.788929901E0
2.650074537E1,2.225721588E0,6.773264923E0,1.788480835E0
2.651074637E1,2.341730347E0,6.562353516E0,1.827549591E0
2.652074737E1,2.509531403E0,6.276298370E0,1.939816132E0
2.653074938E1,2.802921295E0,5.940546570E0,2.042203217E0
2.654075037E1,3.157683563E0,5.531746674E0,2.174827423E0
2.655075137E1,3.555406494E0,5.123246155E0,2.296224976E0
2.656075337E1,3.986060944E0,4.858147430E0,2.376308441E0
2.657075437E1,4.436474304E0,4.677473145E0,2.593506775E0
2.658075537E1,4.956492920E0,4.445006561E0,2.840792542E0
2.659075738E1,5.380411377E0,4.265230408E0,3.051853638E0
2.660075837E1,5.792953491E0,4.098028107E0,3.041375427E0
2.661075937E1,6.428531799E0,3.823798370E0,3.003204803E0
2.662076137E1,7.055278473E0,3.586691437E0,3.478915558E0
2.663076237E1,7.359745331E0,3.648662567E0,4.040098572E0
2.664076337E1,7.443720703E0,3.940555573E0,4.421355743E0
2.665076538E1,7.447013855E0,4.134851532E0,4.739144897E0
2.666076637E1,7.273524628E0,4.143533478E0,4.899760895E0
2.667076737E1,6.944359131E0,3.968098297E0,4.682263184E0
2.668076937E1,6.813830566E0,3.498075714E0,3.741170197E0
2.669077037E1,7.196285248E0,2.667602692E0,2.350711670E0
2.670077137E1,7.765701141E0,1.859582977E0,1.477427673E0
2.671077338E1,7.920329590E0,1.305585022E0,1.544188843E0
2.672077437E1,7.919880524E0,9.470805359E-1,2.282453613E0
2.673077537E1,8.253836060E0,6.477030945E-1,2.716251526E0
2.674077737E1,8.958570557E0,4.673281860E-1,2.878214722E0
2.675077837E1,9.904752960E0,4.333488464E-1,2.694846039E0
2.676078037E1,1.100526443E1,5.517526245E-1,2.114802246E0
2.677078138E1,1.198273178E1,5.324427795E-1,1.985321503E0
2.678078237E1,1.292891418E1,4.629872131E-1,2.001338196E0
2.679078437E1,1.380788635E1,2.890489197E-1,2.800975342E0
2.680078537E1,1.462324081E1,1.800755310E-1,4.069287872E0
2.681078637E1,1.526465698E1,3.179388428E-1,5.263205109E0
2.682078837E1,1.565414703E1,6.032455444E-1,6.060746613E0
2.683078938E1,1.581850525E1,9.108558655E-1,6.556216278E0
2.684079037E1,1.571581879E1,1.084045715E0,6.641688538E0
2.685079237E1,1.531450333E1,1.138831787E0,6.622079315E0
2.686079337E1,1.465811829E1,1.296304321E0,6.417155457E0
2.687079437E1,1.378468460E1,1.561702423E0,6.261479187E0
2.688079637E1,1.300286041E1,1.673370209E0,6.139931946E0
2.689079737E1,1.242027191E1,1.603465576E0,6.037395172E0
2.690079837E1,1.197449890E1,1.412313080E0,5.984854431E0
2.691080037E1,1.155447235E1,1.137334900E0,5.915398865E0
2.692080137E1,1.108085724E1,8.900491333E-1,5.617368622E0
2.693080237E1,1.050695068E1,6.716532898E-1,5.565276947E0
2.694080437E1,1.000249969E1,3.944297791E-1,5.281317444E0
2.695080537E1,9.663454742E0,-1.167572021E-2,5.422773285E0
2.696080637E1,9.480535126E0,-4.333488464E-1,5.544619904E0
2.697080837E1,9.332193604E0,-7.382647705E-1,5.685926056E0
2.698080937E1,9.225615234E0,-8.634045410E-1,5.887706451E0
2.699081137E1,9.276359711E0,-8.414002991E-1,6.068680115E0
2.700081237E1,9.433083801E0,-7.484436035E-1,6.341712341E0
2.701081337E1,9.563911743E0,-4.875361633E-1,6.587950287E0
2.702081537E1,9.577234039E0,-1.002914429E-1,6.792125702E0
2.703081637E1,9.569899292E0,2.414479065E-1,7.142696686E0
2.704081737E1,9.664352875E0,5.050497437E-1,7.304210815E0
2.705081937E1,9.706265717E0,7.917036438E-1,7.688611450E0
2.706082037E1,9.689350891E0,1.072220306E0,7.912396088E0
2.707082137E1,9.585017853E0,1.270857239E0,7.653883667E0
2.708082337E1,9.383836212E0,1.362616425E0,7.455995178E0
2.709082437E1,9.155261536E0,1.345252533E0,6.501579895E0
2.710082537E1,8.725654907E0,1.210832062E0,5.863007812E0
2.711082700E1,8.311765594E0,9.577084351E-1,4.990771637E0
2.712082800E1,7.714208221E0,6.153703308E-1,4.120331726E0
2.713082900E1,7.009473724E0,2.552192688E-1,3.805686035E0
2.714083100E1,6.414311371E0,-1.652563477E-1,3.752696228E0
2.715083200E1,6.147416382E0,-4.999603271E-1,3.686234436E0
2.716083300E1,6.243067474E0,-7.110214233E-1,3.911216583E0
2.717083500E1,6.726262665E0,-6.885681152E-1,4.098327484E0
2.718083600E1,7.405400391E0,-3.959266663E-1,4.055217133E0
2.719083700E1,8.053851929E0,5.508544922E-2,4.255201263E0
2.720083900E1,8.687035217E0,5.156776428E-1,4.550686798E0
2.721084000E1,9.344917145E0,8.346643066E-1,4.578528900E0
2.722084200E1,9.789342957E0,9.949809265E-1,5.219346313E0
2.723084300E1,1.007360184E1,1.097966766E0,5.710325317E0
2.724084400E1,1.012674133E1,1.025816803E0,5.615123291E0
2.725084600E1,9.889035645E0,8.532257080E-1,6.075715485E0
2.726084700E1,9.671388245E0,8.970845032E-1,6.008355560E0
2.727084800E1,9.627529449E0,8.095166016E-1,5.938450928E0
2.728085000E1,9.614955597E0,5.613327026E-1,5.990692291E0
2.729085100E1,9.432934113E0,7.978408813E-2,5.879024506E0
2.730085200E1,8.571325836E0,-2.080673218E-2,6.155349884E0
2.731085400E1,8.156089325E0,-3.698808289E-1,5.887856140E0
2.732085500E1,7.482939148E0,-3.941304016E-1,6.155349884E0
2.733085600E1,6.861431580E0,2.676434326E-1,5.334756317E0
2.734085800E1,7.139253845E0,4.942721558E-1,4.738097076E0
2.735085900E1,7.657176819E0,4.764591980E-1,4.749772797E0
2.736086000E1,7.650889893E0,9.301657104E-1,4.843328247E0
2.737086200E1,7.187004547E0,1.431922302E0,5.112468567E0
2.738086300E1,6.798412628E0,1.570084991E0,5.639522552E0
2.739086400E1,6.653364258E0,1.500629425E0,6.126609650E0
2.740086600E1,6.882388000E0,1.313518524E0,6.306385803E0
2.741086700E1,7.443121948E0,1.032103729E0,6.270310822E0
2.742086800E1,7.982899475E0,8.458909607E-1,6.229894867E0
2.743087000E1,8.266409912E0,7.635621643E-1,6.140680389E0
2.744087100E1,8.217312012E0,7.926017761E-1,6.005062408E0
2.745087300E1,7.960595856E0,7.750881958E-1,5.854625244E0
2.746087400E1,7.734266510E0,7.063810730E-1,5.709427185E0
2.747087500E1,7.652087402E0,6.997947693E-1,5.533692627E0
2.748087700E1,7.754474487E0,7.843688965E-1,5.370232544E0
2.749087800E1,7.926616516E0,9.478289795E-1,5.244643707E0
2.750087900E1,8.069569244E0,1.255139923E0,5.032235413E0
2.751088100E1,8.272247772E0,1.565744019E0,4.797822876E0
2.752088200E1,8.416847076E0,1.865121460E0,4.664300537E0
2.753088300E1,8.521928558E0,2.039359131E0,4.547094269E0
2.754088500E1,8.556656342E0,2.090103607E0,4.398603058E0
2.755088600E1,8.579259338E0,2.016606445E0,4.230802002E0
2.756088700E1,8.588090973E0,1.877845001E0,4.089944916E0
2.757088900E1,8.583001556E0,1.737287292E0,4.003424835E0
2.758089000E1,8.556806030E0,1.668131104E0,3.895798645E0
2.759089100E1,8.547675018E0,1.705702972E0,3.559897156E0
2.760089300E1,8.561596069E0,1.698368225E0,3.063080292E0
2.761089400E1,8.477620697E0,1.770218811E0,2.724933472E0
2.762089500E1,8.340206451E0,1.856888580E0,2.672093353E0
2.763089700E1,8.321944427E0,1.856738892E0,2.790347443E0
2.764089800E1,8.452023926E0,1.837429047E0,2.856210480E0
2.765090000E1,8.655600586E0,1.842069397E0,3.016377411E0
2.766090100E1,8.916957092E0,1.922901306E0,3.233426056E0
2.767090200E1,9.114396515E0,2.059716797E0,3.466192017E0
2.768090400E1,9.288484497E0,2.290387115E0,3.391946411E0
2.769090500E1,9.420959015E0,2.485581207E0,3.411256256E0
2.770090600E1,9.520052948E0,2.597997437E0,3.021466827E0
2.771090800E1,9.518106995E0,2.683020630E0,3.295995941E0
2.772090900E1,9.467212830E0,2.603984985E0,3.107088776E0
2.773091000E1,9.210945740E0,2.520009613E0,3.278182983E0
2.774091200E1,8.971144409E0,2.489622803E0,3.195854187E0
2.775091300E1,8.940458221E0,2.439477081E0,3.266806641E0
2.776091400E1,8.988059235E0,2.305355988E0,3.588038635E0
2.777091600E1,8.982221375E0,2.217339020E0,3.600462799E0
2.778091700E1,8.844657440E0,2.214494934E0,3.642824707E0
2.779091800E1,8.705446930E0,2.296823730E0,3.481011200E0
2.780092000E1,8.678502960E0,2.379451904E0,3.399580536E0
2.781092100E1,8.659492493E0,2.419718170E0,3.468437347E0
2.782092300E1,8.593779144E0,2.484084320E0,3.595822449E0
2.783092400E1,8.488997040E0,2.548300781E0,3.612587585E0
2.784092500E1,8.550070038E0,2.533032532E0,3.472478943E0
2.785092700E1,8.798104248E0,2.423310699E0,3.335214386E0
2.786092800E1,9.006470947E0,2.381996613E0,3.350482635E0
2.787092900E1,9.022637329E0,2.418820038E0,3.334615631E0
2.788093100E1,8.852740631E0,2.457140350E0,3.197949829E0
2.789093200E1,8.628057861E0,2.467768250E0,3.144361267E0
2.790093300E1,8.409362640E0,2.431992645E0,3.376977539E0
2.791093500E1,8.224646759E0,2.336940308E0,3.470233612E0
2.792093600E1,8.131839752E0,2.152823181E0,3.227588196E0
2.793093700E1,8.109536133E0,2.005529480E0,3.185375977E0
2.794093900E1,8.091723175E0,2.081421661E0,3.004552002E0
2.795094000E1,7.998167725E0,2.289339294E0,3.009791107E0
2.796094200E1,7.911198578E0,2.481689301E0,2.723885651E0
2.797094300E1,7.872728577E0,2.681523743E0,2.370769958E0
2.798094400E1,8.071664886E0,2.857407990E0,2.309397583E0
2.799094600E1,8.367898865E0,2.990930328E0,2.399210815E0
2.800094700E1,8.602311401E0,3.124752045E0,2.594255219E0
2.801094800E1,8.978628845E0,2.937042389E0,2.762355652E0
2.802095000E1,9.545799408E0,2.256557465E0,2.049687653E0
2.803095100E1,1.016595978E1,1.435215454E0,1.307830353E0
2.804095200E1,1.058104660E1,8.256829834E-1,1.187630310E0
2.805095400E1,1.061143341E1,5.963598633E-1,8.934919739E-1
2.806095500E1,1.028690826E1,8.574169922E-1,1.024918671E0
2.807095600E1,1.002450394E1,1.310524750E0,8.533753967E-1
2.808095800E1,1.015263748E1,1.754950562E0,8.168513489E-1
2.809095900E1,1.082563797E1,1.956132202E0,7.529342651E-1
2.810096000E1,1.183858154E1,1.826950836E0,5.712121582E-1
2.811096200E1,1.273596542E1,1.632355499E0,3.833528137E-1
2.812096300E1,1.313323929E1,1.423390045E0,4.360432434E-1
2.813096400E1,1.321931030E1,1.141376495E0,-3.058140564E-1
2.814096600E1,1.273686356E1,9.871971130E-1,-3.716770935E-1
2.815096700E1,1.207314377E1,9.888436890E-1,-4.035607910E-1
2.816096900E1,1.170116730E1,9.337582397E-1,-3.582051086E-1
2.817097000E1,1.162841858E1,8.220904541E-1,-6.008505249E-1
2.818097100E1,1.169009033E1,7.702981567E-1,-9.731263733E-1
2.819097300E1,1.159249329E1,7.482939148E-1,-5.966592407E-1
2.820097400E1,1.145343246E1,7.497908020E-1,-1.063837738E0
2.821097500E1,1.110675339E1,7.191046143E-1,-1.412612457E0
2.822097700E1,1.066487228E1,5.884263611E-1,-1.265019379E0
2.823097800E1,1.038106247E1,4.382885742E-1,-1.899400177E0
2.824097900E1,9.952204285E0,3.689826965E-1,-2.193239136E0
2.825098100E1,9.388177185E0,4.799020386E-1,-1.735790405E0
2.826098200E1,8.953032074E0,7.282356262E-1,-1.711989899E0
2.827098300E1,8.607999573E0,1.009949799E0,-1.679507446E0
2.828098500E1,8.342751160E0,1.238973541E0,-1.579365692E0
2.829098600E1,8.202792206E0,1.324445801E0,-1.453926544E0
2.830098800E1,8.248447266E0,1.219963074E0,-1.529219971E0
2.831098900E1,8.322992249E0,1.002016296E0,-1.431323547E0
2.832099000E1,8.361312561E0,9.032217407E-1,-1.204844513E0
2.833099200E1,8.402626648E0,9.859996033E-1,-6.514453125E-1
2.834099300E1,8.606652374E0,1.091829529E0,-5.745053101E-1
2.835099400E1,8.846004639E0,1.327439575E0,-4.245172119E-1
2.836099600E1,9.070388031E0,1.544188843E0,-1.826202393E-1
2.837099700E1,9.273365936E0,1.728904724E0,-1.152603149E-2
2.838099800E1,9.540859680E0,1.718875580E0,-5.613327026E-2
2.839100000E1,9.750124512E0,1.572180634E0,-5.912704468E-2
2.840100100E1,9.745933228E0,1.512754211E0,2.454895020E-2
2.841100200E1,9.684710541E0,1.431024170E0,1.733395386E-1
2.842100400E1,9.543254700E0,1.456022186E0,-4.864883423E-2
2.843100500E1,9.095835114E0,1.571731567E0,1.486408997E-1
2.844100600E1,8.731492767E0,1.771416321E0,1.225950623E-1
2.845100800E1,8.315358124E0,1.976639557E0,1.901046753E-2
2.846100900E1,7.995024261E0,2.120939484E0,1.092727661E-2
2.847101100E1,7.734266510E0,2.170336761E0,-4.191284180E-3
2.848101200E1,7.533084869E0,2.128723297E0,1.028361511E-1
2.849101300E1,7.470065918E0,2.040706329E0,2.609074402E-1
2.850101500E1,7.436535645E0,1.960024109E0,4.107458496E-1
2.851101600E1,7.358847198E0,2.048939209E0,6.156697083E-1
2.852101700E1,7.343429260E0,2.236648865E0,8.473878479E-1
2.853101900E1,7.493267670E0,2.255958710E0,1.007405090E0
2.854102000E1,7.822133789E0,2.127974854E0,1.164877625E0
2.855102100E1,8.172555084E0,1.954036560E0,1.405577087E0
2.856102300E1,8.367150421E0,1.996248779E0,1.625320129E0
2.857102400E1,8.304281158E0,2.255210266E0,1.903292084E0
2.858102500E1,8.153993683E0,2.487826538E0,2.293380890E0
2.859102700E1,8.204139404E0,2.443368988E0,2.575244751E0
2.860102800E1,8.375233612E0,2.202220459E0,2.665806427E0
2.861103000E1,8.576415253E0,1.974394226E0,2.674787750E0
2.862103100E1,8.640631714E0,1.957928467E0,2.758463745E0
2.863103200E1,8.642877045E0,2.024090881E0,2.914888458E0
2.864103400E1,8.643924866E0,2.095492401E0,3.115171967E0
2.865103500E1,8.605903931E0,2.185605011E0,3.311413879E0
2.866103600E1,8.759035492E0,2.221829681E0,3.380121002E0
2.867103800E1,9.075028381E0,2.173031158E0,3.373385010E0
2.868103900E1,9.514065399E0,1.998344421E0,3.335214386E0
2.869104000E1,9.850116577E0,1.841320953E0,3.321143646E0
2.870104200E1,9.954299927E0,1.782193909E0,3.343596954E0
2.871104300E1,9.904154205E0,1.808539124E0,3.514391785E0
2.872104400E1,9.870773621E0,1.752555542E0,3.717220001E0
2.873104600E1,9.786199493E0,1.789528656E0,4.061504059E0
2.874104700E1,9.687105560E0,1.727258148E0,4.297563171E0
2.875104900E1,9.611812134E0,1.568288727E0,4.531227264E0
2.876105000E1,9.520801392E0,1.333726501E0,4.698279877E0
2.877105100E1,9.219028931E0,1.119971008E0,4.934488678E0
2.878105300E1,8.777896271E0,1.218166809E0,5.215155029E0
2.879105400E1,8.384065247E0,1.207838287E0,5.390889587E0
2.880105500E1,8.032895508E0,1.279539185E0,5.443580017E0
2.881105700E1,7.847281494E0,1.333576813E0,5.273383942E0
2.882105800E1,7.849826202E0,1.299896851E0,5.233117676E0
2.883105900E1,7.909252625E0,1.230291595E0,5.206622772E0
2.884106100E1,7.926766205E0,1.144669647E0,5.176984406E0
2.885106200E1,7.938441925E0,1.078656921E0,5.057981873E0
2.886106300E1,7.966134338E0,1.031954041E0,4.999303894E0
2.887106500E1,8.098608856E0,1.002165985E0,5.050946503E0
2.888106600E1,8.270002441E0,1.025667114E0,5.221441956E0
2.889106800E1,8.502019958E0,1.075214081E0,5.576204224E0
2.890106900E1,8.790021057E0,1.081800385E0,5.962251434E0
2.891107000E1,9.020841064E0,1.053359528E0,6.416107635E0
2.892107200E1,9.077124023E0,1.266216888E0,6.834038544E0
2.893107300E1,9.130413208E0,1.153950348E0,7.161707153E0
2.894107400E1,9.172625427E0,7.119195557E-1,7.458240509E0
2.895107600E1,8.882828064E0,1.007405090E0,8.229885864E0
2.896107700E1,8.601413269E0,1.841770020E0,8.103698273E0
2.897107800E1,8.475824432E0,2.156116333E0,8.214318237E0
2.898108000E1,8.028704224E0,2.155517578E0,8.842561798E0
2.899108100E1,8.118218079E0,2.066153412E0,8.676107941E0
2.900108200E1,8.426876221E0,1.768871613E0,8.562943268E0
2.901108400E1,8.387957153E0,1.686542816E0,8.630003815E0
2.902108500E1,8.233777771E0,1.752405853E0,8.450227661E0
2.903108700E1,8.168513489E0,1.699416046E0,8.366102600E0
2.904108800E1,8.266260223E0,1.709445190E0,8.324489136E0
2.905108900E1,8.413254547E0,1.721569977E0,8.090375977E0
2.906109100E1,8.486152954E0,1.705253906E0,7.779322815E0
2.907109200E1,8.258626099E0,1.731000366E0,7.492818604E0
